Banco;Sociedad;Fecha Documento;CIF;Proveedor;Nº Factura;Importe;F. Anticipo;F. Vencimiento;Días;% Interés;% Comisión;Total Comisión;Total Interés;% Reparto;Comisión Prisma;Interés Prisma;Calculo com Prisma;Calculo int prisma;Total diferencia
Zafiro;Rojo;05/01/2026;A75740753;Proteínas Dorados S.A.;4642095;551,37;26/12/2025;22/06/2026;31;33,34;2,82;15,55;15,83;40;6,3;6,21;=G99*(L99/100)*(O99/100);=G99*(K99/360/100)*J99*(O99/100);=P99-R99+Q99-S99
Zafiro;Rojo;05/01/2026;B16297723;Morteros Adriáticos S.L.;1150708;747,31;21/12/2025;15/03/2026;19;21,29;1,17;8,74;8,4;40;3,2;3,31;=G100*(L100/100)*(O100/100);=G100*(K100/360/100)*J100*(O100/100);=P100-R100+Q100-S100
Zafiro;Rojo;05/01/2026;A84327401;Ladrillos Sensorizados S.A.;2356674;889,81;25/12/2025;12/01/2026;52;32,64;2,34;20,82;41,95;50;10,45;20,79;=G101*(L101/100)*(O101/100);=G101*(K101/360/100)*J101*(O101/100);=P101-R101+Q101-S101
Zafiro;Rojo;05/01/2026;A12729333;Cementos Duraderos S.A.;2915845;369,95;25/12/2025;21/01/2026;12;41,73;2,4;8,88;5,15;60;5,38;3,34;=G102*(L102/100)*(O102/100);=G102*(K102/360/100)*J102*(O102/100);=P102-R102+Q102-S102
Zafiro;Rojo;05/01/2026;A98934834;Pesticidas Clorados S.A.;3229459;7822,32;22/12/2025;28/01/2026;11;43,16;2,72;212,77;103,16;70;149,02;72,02;=G103*(L103/100)*(O103/100);=G103*(K103/360/100)*J103*(O103/100);=P103-R103+Q103-S103
Zafiro;Rojo;05/01/2026;A53322806;Almacenes Programables S.A.;2767233;887,63;26/12/2025;24/05/2026;34;11,75;1,12;9,94;9,85;20;1,93;2,04;=G104*(L104/100)*(O104/100);=G104*(K104/360/100)*J104*(O104/100);=P104-R104+Q104-S104
Zafiro;Rojo;05/01/2026;B42245344;Granos Veteranos S.L.;4001309;764,43;17/12/2025;25/05/2026;90;24,58;1,03;7,87;46,97;60;4,75;28,33;=G105*(L105/100)*(O105/100);=G105*(K105/360/100)*J105*(O105/100);=P105-R105+Q105-S105
Zafiro;Rojo;05/01/2026;A47419150;Tubulares Compactos S.A.;1516396;782,52;09/12/2025;13/02/2026;74;34,72;1,39;10,88;55,85;50;5,56;27,66;=G106*(L106/100)*(O106/100);=G106*(K106/360/100)*J106*(O106/100);=P106-R106+Q106-S106
Zafiro;Rojo;05/01/2026;B82073619;Colorantes Auditados S.L.;4251395;324,36;04/12/2025;10/03/2026;84;19,63;2,92;9,47;14,86;40;3,93;6,06;=G107*(L107/100)*(O107/100);=G107*(K107/360/100)*J107*(O107/100);=P107-R107+Q107-S107
Zafiro;Rojo;05/01/2026;B99502086;Transportes Asturianos S.L.;1993987;970,28;04/12/2025;27/04/2026;83;27,73;1,82;17,66;62,03;40;6,78;24,85;=G108*(L108/100)*(O108/100);=G108*(K108/360/100)*J108*(O108/100);=P108-R108+Q108-S108
Zafiro;Rojo;05/01/2026;B43551609;Alcantarillados Pequeños S.L.;1706704;470,9;20/12/2025;17/04/2026;42;31,98;0,55;2,59;17,57;20;0,55;3,59;=G109*(L109/100)*(O109/100);=G109*(K109/360/100)*J109*(O109/100);=P109-R109+Q109-S109
Zafiro;Rojo;05/01/2026;B11174044;Ladrillos Galvanizados S.L.;3087014;9038,99;20/12/2025;18/01/2026;52;23,44;1,36;122,93;306,04;60;73,96;183,52;=G110*(L110/100)*(O110/100);=G110*(K110/360/100)*J110*(O110/100);=P110-R110+Q110-S110
Zafiro;Rojo;05/01/2026;A53714136;Granitos Globales S.A.;1264920;924,9;13/12/2025;19/02/2026;36;49,66;1,18;10,91;45,93;60;6,34;27,29;=G111*(L111/100)*(O111/100);=G111*(K111/360/100)*J111*(O111/100);=P111-R111+Q111-S111
Zafiro;Rojo;05/01/2026;B29630838;Cromados Biológicos S.L.;3085903;555,83;25/12/2025;11/06/2026;13;31,44;1,87;10,39;6,31;30;3,19;1,64;=G112*(L112/100)*(O112/100);=G112*(K112/360/100)*J112*(O112/100);=P112-R112+Q112-S112
Zafiro;Rojo;05/01/2026;A38371798;Latones Estandarizados S.A.;2944160;9889,99;22/12/2025;10/05/2026;45;48,41;1,76;174,06;598,47;70;121,88;418,98;=G113*(L113/100)*(O113/100);=G113*(K113/360/100)*J113*(O113/100);=P113-R113+Q113-S113
Zafiro;Rojo;05/01/2026;B49567301;Aparejos Cualificados S.L.;3224379;495,2;17/12/2025;10/05/2026;66;14,03;1,79;8,86;12,74;60;5,13;7,76;=G114*(L114/100)*(O114/100);=G114*(K114/360/100)*J114*(O114/100);=P114-R114+Q114-S114
Zafiro;Rojo;05/01/2026;B87003538;Bombeos Internacionales S.L.;2412945;597,91;26/12/2025;11/05/2026;57;21,8;0,55;3,29;20,64;60;1,69;12,61;=G115*(L115/100)*(O115/100);=G115*(K115/360/100)*J115*(O115/100);=P115-R115+Q115-S115
Zafiro;Rojo;05/01/2026;A89762365;Canalizaciones Reducidos S.A.;4506527;482,29;23/12/2025;07/04/2026;13;38,71;1,1;5,31;6,74;70;3,63;4,75;=G116*(L116/100)*(O116/100);=G116*(K116/360/100)*J116*(O116/100);=P116-R116+Q116-S116
Zafiro;Rojo;05/01/2026;B95341918;Autocares Navarros S.L.;1798163;412,63;16/12/2025;04/04/2026;19;49,78;3;12,38;10,84;50;6,12;5,7;=G117*(L117/100)*(O117/100);=G117*(K117/360/100)*J117*(O117/100);=P117-R117+Q117-S117
Zafiro;Rojo;05/01/2026;B58849181;Barnices Centralizados S.L.;1639606;587,44;16/12/2025;10/01/2026;81;22,59;1,47;8,64;29,86;20;1,71;5,89;=G118*(L118/100)*(O118/100);=G118*(K118/360/100)*J118*(O118/100);=P118-R118+Q118-S118
Zafiro;Rojo;05/01/2026;B09080092;Precintos Tradicionales S.L.;4088232;970,71;16/12/2025;24/03/2026;81;42,81;2,53;24,56;93,5;50;12,32;47,01;=G119*(L119/100)*(O119/100);=G119*(K119/360/100)*J119*(O119/100);=P119-R119+Q119-S119
Zafiro;Rojo;05/01/2026;A53939208;Disolventes Gigantes S.A.;2693098;1210,86;06/12/2025;23/02/2026;18;10,02;2,99;36,2;6,07;20;7,46;1,32;=G120*(L120/100)*(O120/100);=G120*(K120/360/100)*J120*(O120/100);=P120-R120+Q120-S120
Zafiro;Rojo;05/01/2026;A46991051;Perfiles Expansivos S.A.;3812700;556,4;23/12/2025;17/03/2026;41;45,8;2,28;12,69;29,02;50;6,27;14,39;=G121*(L121/100)*(O121/100);=G121*(K121/360/100)*J121*(O121/100);=P121-R121+Q121-S121
Zafiro;Rojo;05/01/2026;B06548308;Mieles Iridiscentes S.L.;4852612;795,02;07/12/2025;06/03/2026;63;17,67;0,73;5,8;24,58;60;3,31;14,7;=G122*(L122/100)*(O122/100);=G122*(K122/360/100)*J122*(O122/100);=P122-R122+Q122-S122
Zafiro;Rojo;05/01/2026;A26387012;Lácteos Microprocesados S.A.;4385234;1787,5;01/12/2025;19/04/2026;89;25,66;1,87;33,43;113,39;30;9,89;34,29;=G123*(L123/100)*(O123/100);=G123*(K123/360/100)*J123*(O123/100);=P123-R123+Q123-S123
Zafiro;Rojo;05/01/2026;A33058693;Juntas Antiestáticos S.A.;2151930;981,51;14/12/2025;21/06/2026;13;45,24;1,18;11,58;16,03;40;4,93;6,48;=G124*(L124/100)*(O124/100);=G124*(K124/360/100)*J124*(O124/100);=P124-R124+Q124-S124
Zafiro;Rojo;05/01/2026;B04788581;Aluminios Experimentados S.L.;1268126;882,57;17/12/2025;01/05/2026;64;49,29;2,56;22,59;77,34;50;11,16;38,51;=G125*(L125/100)*(O125/100);=G125*(K125/360/100)*J125*(O125/100);=P125-R125+Q125-S125
Zafiro;Rojo;05/01/2026;B81981442;Depuraciones Multinacionales S.L.;3872815;991,38;26/12/2025;06/04/2026;79;18,35;2,34;23,2;39,92;50;11,8;20,13;=G126*(L126/100)*(O126/100);=G126*(K126/360/100)*J126*(O126/100);=P126-R126+Q126-S126
Zafiro;Rojo;05/01/2026;A46903243;Manipulaciones Líderes S.A.;4485987;840,85;28/12/2025;12/03/2026;37;18,24;1,12;9,42;15,76;40;3,85;6,53;=G127*(L127/100)*(O127/100);=G127*(K127/360/100)*J127*(O127/100);=P127-R127+Q127-S127
Zafiro;Rojo;05/01/2026;A28175548;Cementos Magnéticos S.A.;3440604;908,33;25/12/2025;06/03/2026;47;43,24;2,56;23,25;51,28;60;14,21;30,53;=G128*(L128/100)*(O128/100);=G128*(K128/360/100)*J128*(O128/100);=P128-R128+Q128-S128
Zafiro;Rojo;05/01/2026;A14133416;Formulaciones Franquiciados S.A.;4663772;265,11;03/12/2025;06/05/2026;39;25,57;2,6;6,89;7,34;30;2,21;2,44;=G129*(L129/100)*(O129/100);=G129*(K129/360/100)*J129*(O129/100);=P129-R129+Q129-S129
Zafiro;Rojo;05/01/2026;B71738399;Derivados Veteranos S.L.;1934186;989,11;28/12/2025;01/03/2026;87;23,13;1,36;13,45;55,29;40;5,1;22,14;=G130*(L130/100)*(O130/100);=G130*(K130/360/100)*J130*(O130/100);=P130-R130+Q130-S130
Zafiro;Rojo;05/01/2026;B34437896;Volquetes Probados S.L.;4747295;4469,33;23/12/2025;17/03/2026;72;41,86;1,4;62,57;374,17;20;12,26;75,13;=G131*(L131/100)*(O131/100);=G131*(K131/360/100)*J131*(O131/100);=P131-R131+Q131-S131
Zafiro;Rojo;05/01/2026;B57710045;Alcalis Verdes S.L.;4759994;9748,18;08/12/2025;01/04/2026;55;15,03;2,74;267,1;223,84;70;187,06;156,63;=G132*(L132/100)*(O132/100);=G132*(K132/360/100)*J132*(O132/100);=P132-R132+Q132-S132
Zafiro;Rojo;05/01/2026;A76233844;Barnices Técnicos S.A.;1010938;9534,45;04/12/2025;23/04/2026;19;11,63;2,03;193,55;58,52;70;135,34;41,15;=G133*(L133/100)*(O133/100);=G133*(K133/360/100)*J133*(O133/100);=P133-R133+Q133-S133
Zafiro;Rojo;05/01/2026;A87369793;Estructuras Macizos S.A.;1258844;1882,76;24/12/2025;09/02/2026;29;28,36;1,29;24,29;43,01;70;17,22;30,31;=G134*(L134/100)*(O134/100);=G134*(K134/360/100)*J134*(O134/100);=P134-R134+Q134-S134
Zafiro;Rojo;05/01/2026;B50421489;Aglomerados Termoaislantes S.L.;3602502;121,29;08/12/2025;06/06/2026;72;43,2;0,79;0,96;10,48;50;0,73;5,39;=G135*(L135/100)*(O135/100);=G135*(K135/360/100)*J135*(O135/100);=P135-R135+Q135-S135
Zafiro;Rojo;05/01/2026;B65585843;Fluoruros Pulverizados S.L.;3542053;398,07;14/12/2025;28/05/2026;12;11,59;1,61;6,41;1,54;70;4,66;1,2;=G136*(L136/100)*(O136/100);=G136*(K136/360/100)*J136*(O136/100);=P136-R136+Q136-S136
Zafiro;Rojo;05/01/2026;A36097750;Parquets Armados S.A.;4237941;5558,81;25/12/2025;22/02/2026;36;32,83;2,48;137,86;182,5;70;96,54;127,89;=G137*(L137/100)*(O137/100);=G137*(K137/360/100)*J137*(O137/100);=P137-R137+Q137-S137
Zafiro;Rojo;05/01/2026;B67430715;Embalajes Iridiscentes S.L.;1695649;803,99;27/12/2025;26/06/2026;52;13,95;2,69;21,63;16,2;20;4,28;3,09;=G138*(L138/100)*(O138/100);=G138*(K138/360/100)*J138*(O138/100);=P138-R138+Q138-S138
Zafiro;Rojo;05/01/2026;A00909400;Auditorías Criogénicos S.A.;1533454;8200,39;04/12/2025;17/02/2026;71;36,1;2,23;182,87;583,84;50;91,33;292,07;=G139*(L139/100)*(O139/100);=G139*(K139/360/100)*J139*(O139/100);=P139-R139+Q139-S139
Zafiro;Rojo;05/01/2026;B64774762;Entarimados Asociados S.L.;1352983;582,36;12/12/2025;10/02/2026;20;49,36;1,27;7,4;15,97;40;3,01;6,67;=G140*(L140/100)*(O140/100);=G140*(K140/360/100)*J140*(O140/100);=P140-R140+Q140-S140
Zafiro;Rojo;05/01/2026;A69716470;Morteros Granulados S.A.;1564186;7863,29;16/12/2025;02/04/2026;18;42,42;2,67;209,95;166,78;60;126,11;99,93;=G141*(L141/100)*(O141/100);=G141*(K141/360/100)*J141*(O141/100);=P141-R141+Q141-S141
Zafiro;Rojo;05/01/2026;A33195060;Agroquímicos Integrados S.A.;4795753;569,13;17/12/2025;16/04/2026;35;40,17;2,31;13,15;22,23;30;4,07;6,4;=G142*(L142/100)*(O142/100);=G142*(K142/360/100)*J142*(O142/100);=P142-R142+Q142-S142
Zafiro;Rojo;05/01/2026;B84691388;Impermeabilizantes Valencianos S.L.;1736116;897,66;08/12/2025;10/01/2026;35;23,44;2,95;26,48;20,46;40;10,41;8,2;=G143*(L143/100)*(O143/100);=G143*(K143/360/100)*J143*(O143/100);=P143-R143+Q143-S143
Zafiro;Rojo;05/01/2026;A72923375;Tractores Madrileños S.A.;3222217;262,19;12/12/2025;27/04/2026;84;23,88;2,28;5,98;14,61;20;1,23;2,78;=G144*(L144/100)*(O144/100);=G144*(K144/360/100)*J144*(O144/100);=P144-R144+Q144-S144
Zafiro;Rojo;05/01/2026;A75878906;Fotovoltaicos Fosfatados S.A.;1360950;237,38;09/12/2025;12/05/2026;51;39,7;2,82;6,69;13,35;50;3,05;6,91;=G145*(L145/100)*(O145/100);=G145*(K145/360/100)*J145*(O145/100);=P145-R145+Q145-S145
Zafiro;Rojo;05/01/2026;B19769216;Transistores Refractarios S.L.;4768983;838,62;23/12/2025;10/04/2026;55;49,26;2,26;18,95;63,11;20;3,95;12,43;=G146*(L146/100)*(O146/100);=G146*(K146/360/100)*J146*(O146/100);=P146-R146+Q146-S146
Zafiro;Rojo;05/01/2026;B97711863;Solventes Consolidados S.L.;4484647;142,17;03/12/2025;26/05/2026;14;24,68;1,82;2,59;1,36;20;0,29;0,43;=G147*(L147/100)*(O147/100);=G147*(K147/360/100)*J147*(O147/100);=P147-R147+Q147-S147
Zafiro;Rojo;05/01/2026;A73014870;Bridas Alpinos S.A.;2201538;648,88;21/12/2025;08/05/2026;48;31,74;0,88;5,71;27,46;60;3,54;16,42;=G148*(L148/100)*(O148/100);=G148*(K148/360/100)*J148*(O148/100);=P148-R148+Q148-S148
Zafiro;Rojo;05/01/2026;A58137369;Anclas Antiestáticos S.A.;2281864;988,38;23/12/2025;14/05/2026;67;25,05;0,57;5,63;46,08;50;2,74;23,16;=G149*(L149/100)*(O149/100);=G149*(K149/360/100)*J149*(O149/100);=P149-R149+Q149-S149
Zafiro;Rojo;05/01/2026;A28468606;Correas Regulados S.A.;4692461;978,08;22/12/2025;04/06/2026;78;16,16;0,82;8,02;34,25;30;2,57;10,14;=G150*(L150/100)*(O150/100);=G150*(K150/360/100)*J150*(O150/100);=P150-R150+Q150-S150
Zafiro;Rojo;05/01/2026;A22924416;Tinturas Globalizados S.A.;2818498;744,18;17/12/2025;17/05/2026;88;13,55;1,57;11,68;24,65;50;5,63;12,27;=G151*(L151/100)*(O151/100);=G151*(K151/360/100)*J151*(O151/100);=P151-R151+Q151-S151
Zafiro;Rojo;05/01/2026;B13694616;Galvanizados Impregnados S.L.;1317567;297,85;17/12/2025;26/01/2026;29;28,25;2,75;8,19;6,78;20;1,92;1,54;=G152*(L152/100)*(O152/100);=G152*(K152/360/100)*J152*(O152/100);=P152-R152+Q152-S152
Zafiro;Rojo;05/01/2026;A23661436;Pinturas Conductores S.A.;3368591;955,11;07/12/2025;23/06/2026;31;19,52;0,83;7,93;16,05;50;4,02;8,01;=G153*(L153/100)*(O153/100);=G153*(K153/360/100)*J153*(O153/100);=P153-R153+Q153-S153
Zafiro;Rojo;05/01/2026;B17050627;Reductores Cromados S.L.;1119896;5889,13;13/12/2025;24/03/2026;63;20,07;2,75;161,95;206,84;50;80,8;103,59;=G154*(L154/100)*(O154/100);=G154*(K154/360/100)*J154*(O154/100);=P154-R154+Q154-S154
Zafiro;Rojo;05/01/2026;A93784332;Biogases Contemporáneos S.A.;2376123;226,61;28/12/2025;08/01/2026;83;22,02;2,04;4,62;11,5;60;2,56;7,17;=G155*(L155/100)*(O155/100);=G155*(K155/360/100)*J155*(O155/100);=P155-R155+Q155-S155
Zafiro;Rojo;05/01/2026;B80664548;Correas Optimizados S.L.;4733353;1310,38;08/12/2025;05/01/2026;86;34,46;2,05;26,86;107,87;50;13,36;54,14;=G156*(L156/100)*(O156/100);=G156*(K156/360/100)*J156*(O156/100);=P156-R156+Q156-S156
Zafiro;Rojo;05/01/2026;B97433996;Galvanizados Metódicos S.L.;1380982;9294,61;12/12/2025;01/01/2026;40;46,46;2,77;257,46;479,81;30;77,31;143,67;=G157*(L157/100)*(O157/100);=G157*(K157/360/100)*J157*(O157/100);=P157-R157+Q157-S157
Zafiro;Rojo;05/01/2026;B36620852;Entarimados Diversificados S.L.;1889742;4782,26;18/12/2025;23/06/2026;74;20,12;0,8;38,26;197,78;70;26,56;138,63;=G158*(L158/100)*(O158/100);=G158*(K158/360/100)*J158*(O158/100);=P158-R158+Q158-S158
Zafiro;Rojo;05/01/2026;B73057079;Prefabricados Automatizables S.L.;2195483;373,89;04/12/2025;06/05/2026;46;28,03;2,31;8,64;13,39;30;2,72;3,88;=G159*(L159/100)*(O159/100);=G159*(K159/360/100)*J159*(O159/100);=P159-R159+Q159-S159
Zafiro;Rojo;05/01/2026;A14358012;Tejidos Saturados S.A.;4867696;698,6;02/12/2025;16/02/2026;20;10,6;1,75;12,23;4,11;40;5,13;1,88;=G160*(L160/100)*(O160/100);=G160*(K160/360/100)*J160*(O160/100);=P160-R160+Q160-S160
Zafiro;Rojo;05/01/2026;B73902506;Licores Sistemáticos S.L.;2477128;113,42;08/12/2025;26/03/2026;47;41,66;1,4;1,59;6,17;60;1,24;3,61;=G161*(L161/100)*(O161/100);=G161*(K161/360/100)*J161*(O161/100);=P161-R161+Q161-S161
Zafiro;Rojo;05/01/2026;A45539473;Cuarzos Termofusibles S.A.;3870950;633,96;04/12/2025;25/05/2026;19;35,47;1,58;10,02;11,87;50;4,97;6,14;=G162*(L162/100)*(O162/100);=G162*(K162/360/100)*J162*(O162/100);=P162-R162+Q162-S162
Zafiro;Rojo;05/01/2026;B23895780;Áridos Antihumedad S.L.;1757261;3923,33;26/12/2025;28/01/2026;84;49,37;0,86;33,74;451,95;60;20,04;271,32;=G163*(L163/100)*(O163/100);=G163*(K163/360/100)*J163*(O163/100);=P163-R163+Q163-S163
Zafiro;Rojo;05/01/2026;A44282657;Parquets Paralelizados S.A.;1594718;7482,58;09/12/2025;10/04/2026;50;39,52;1,25;93,53;410,71;70;65,51;287,56;=G164*(L164/100)*(O164/100);=G164*(K164/360/100)*J164*(O164/100);=P164-R164+Q164-S164
Zafiro;Rojo;05/01/2026;B59328651;Autocares Óptimos S.L.;2166686;299,07;20/12/2025;18/05/2026;43;37,5;1,96;5,86;13,4;60;3,74;8,09;=G165*(L165/100)*(O165/100);=G165*(K165/360/100)*J165*(O165/100);=P165-R165+Q165-S165
Zafiro;Rojo;05/01/2026;B04439065;Etiquetas Contemporáneos S.L.;3980171;612,99;23/12/2025;19/04/2026;70;12,16;2,26;13,85;14,49;50;6,67;7,51;=G166*(L166/100)*(O166/100);=G166*(K166/360/100)*J166*(O166/100);=P166-R166+Q166-S166
Zafiro;Rojo;05/01/2026;B03779904;Hormigones Destacados S.L.;2914293;9367,26;15/12/2025;04/06/2026;60;43,37;1,61;150,81;677,1;60;90,47;406,53;=G167*(L167/100)*(O167/100);=G167*(K167/360/100)*J167*(O167/100);=P167-R167+Q167-S167
Zafiro;Rojo;05/01/2026;B06942267;Sacos Dirigidos S.L.;3873865;545,2;17/12/2025;24/03/2026;89;19,29;0,76;4,14;26;60;2,51;15,59;=G168*(L168/100)*(O168/100);=G168*(K168/360/100)*J168*(O168/100);=P168-R168+Q168-S168
Zafiro;Rojo;05/01/2026;B09636380;Aerogeneradores Versátiles S.L.;4873698;410,03;12/12/2025;24/03/2026;79;15,07;0,87;3,57;13,56;20;0,5;2,89;=G169*(L169/100)*(O169/100);=G169*(K169/360/100)*J169*(O169/100);=P169-R169+Q169-S169
Zafiro;Rojo;05/01/2026;A75899828;Licores Computarizados S.A.;2137079;320,74;24/12/2025;02/01/2026;87;33,96;1,27;4,07;26,32;40;1,88;10,81;=G170*(L170/100)*(O170/100);=G170*(K170/360/100)*J170*(O170/100);=P170-R170+Q170-S170
Zafiro;Rojo;05/01/2026;A25989190;Hierros Franquiciados S.A.;4032867;3069,04;26/12/2025;07/01/2026;21;17,77;2,79;85,63;31,81;50;43,01;15,92;=G171*(L171/100)*(O171/100);=G171*(K171/360/100)*J171*(O171/100);=P171-R171+Q171-S171
Zafiro;Rojo;05/01/2026;B04967861;Talcos Fosfatados S.L.;3670963;931,44;09/12/2025;26/05/2026;73;22,88;1,53;14,25;43,21;70;9,99;30,35;=G172*(L172/100)*(O172/100);=G172*(K172/360/100)*J172*(O172/100);=P172-R172+Q172-S172
Zafiro;Rojo;05/01/2026;B37902343;Catalizadores Consorciados S.L.;2370818;6892,33;15/12/2025;11/03/2026;81;46,64;0,91;62,72;723,28;40;24,99;289,44;=G173*(L173/100)*(O173/100);=G173*(K173/360/100)*J173*(O173/100);=P173-R173+Q173-S173
Zafiro;Rojo;05/01/2026;A98121364;Granulados Homologados S.A.;4442093;425,59;05/12/2025;09/06/2026;49;38,93;1,55;6,6;22,55;20;1,29;4,44;=G174*(L174/100)*(O174/100);=G174*(K174/360/100)*J174*(O174/100);=P174-R174+Q174-S174
Zafiro;Rojo;05/01/2026;B72074261;Pizarras Termoeléctricos S.L.;4326701;408,6;05/12/2025;09/06/2026;31;40,51;2,65;10,83;14,25;40;4,24;5,81;=G175*(L175/100)*(O175/100);=G175*(K175/360/100)*J175*(O175/100);=P175-R175+Q175-S175
Zafiro;Rojo;05/01/2026;B53072229;Impermeabilizantes Ferruginosos S.L.;4338222;845,04;04/12/2025;06/03/2026;42;49,1;2,05;17,32;48,41;40;6,8;19,24;=G176*(L176/100)*(O176/100);=G176*(K176/360/100)*J176*(O176/100);=P176-R176+Q176-S176
Zafiro;Rojo;05/01/2026;A81893948;Tejas Automatizables S.A.;4499208;897,55;16/12/2025;07/02/2026;66;23,38;0,99;8,89;38,47;60;5,39;23,36;=G177*(L177/100)*(O177/100);=G177*(K177/360/100)*J177*(O177/100);=P177-R177+Q177-S177
Zafiro;Rojo;05/01/2026;A20036981;Derivados Herméticos S.A.;3041489;566,42;14/12/2025;12/06/2026;21;35,28;1,21;6,85;11,66;40;2,62;4,87;=G178*(L178/100)*(O178/100);=G178*(K178/360/100)*J178*(O178/100);=P178-R178+Q178-S178
Zafiro;Rojo;05/01/2026;B24524005;Controladores Biológicos S.L.;3734533;184,12;02/12/2025;13/03/2026;78;26,64;0,77;1,42;10,63;20;0,55;2,35;=G179*(L179/100)*(O179/100);=G179*(K179/360/100)*J179*(O179/100);=P179-R179+Q179-S179
Zafiro;Rojo;05/01/2026;B07073880;Ferrosos Cibernéticos S.L.;2190376;453,17;14/12/2025;11/06/2026;75;48,86;1,32;5,98;46,13;50;3,16;23,36;=G180*(L180/100)*(O180/100);=G180*(K180/360/100)*J180*(O180/100);=P180-R180+Q180-S180
Zafiro;Rojo;05/01/2026;A26123274;Sales Expansivos S.A.;4991420;8223,43;22/12/2025;05/06/2026;90;46,62;2,88;236,83;958,44;40;95;383,09;=G181*(L181/100)*(O181/100);=G181*(K181/360/100)*J181*(O181/100);=P181-R181+Q181-S181
Zafiro;Rojo;05/01/2026;A11123351;Harinas Certificados S.A.;3163459;832,29;21/12/2025;03/04/2026;33;32,75;1,81;15,06;24,99;30;4,37;7,52;=G182*(L182/100)*(O182/100);=G182*(K182/360/100)*J182*(O182/100);=P182-R182+Q182-S182
Zafiro;Rojo;05/01/2026;A47590078;Vigas Potásicos S.A.;4914464;223,88;05/12/2025;13/06/2026;57;22,91;1,14;2,55;8,12;30;0,71;2,66;=G183*(L183/100)*(O183/100);=G183*(K183/360/100)*J183*(O183/100);=P183-R183+Q183-S183
Zafiro;Rojo;05/01/2026;B50958875;Engranajes Profesionales S.L.;3246038;700,71;27/12/2025;11/06/2026;81;24,08;2,01;14,08;37,96;30;4,14;11,35;=G184*(L184/100)*(O184/100);=G184*(K184/360/100)*J184*(O184/100);=P184-R184+Q184-S184
Zafiro;Rojo;05/01/2026;A90940290;Ferrosos Antibacterianos S.A.;4892005;767,02;14/12/2025;28/03/2026;14;14,37;1,37;10,51;4,29;50;5,42;2,09;=G185*(L185/100)*(O185/100);=G185*(K185/360/100)*J185*(O185/100);=P185-R185+Q185-S185
Zafiro;Rojo;05/01/2026;B36970379;Tornillos Industriales S.L.;2027615;365,28;07/12/2025;15/04/2026;13;30,11;0,52;1,9;3,97;50;0,76;1,76;=G186*(L186/100)*(O186/100);=G186*(K186/360/100)*J186*(O186/100);=P186-R186+Q186-S186
Zafiro;Rojo;05/01/2026;B81248591;Baterías Seculares S.L.;2282584;692,3;02/12/2025;12/04/2026;20;31,91;2,61;18,07;12,27;40;7,14;5,15;=G187*(L187/100)*(O187/100);=G187*(K187/360/100)*J187*(O187/100);=P187-R187+Q187-S187
Zafiro;Rojo;05/01/2026;B73145478;Cationes Mecatrónicos S.L.;3093960;575,33;12/12/2025;28/02/2026;53;36,24;1,1;6,33;30,7;20;1,25;6,38;=G188*(L188/100)*(O188/100);=G188*(K188/360/100)*J188*(O188/100);=P188-R188+Q188-S188
Zafiro;Rojo;05/01/2026;B22171261;Telas Precisos S.L.;3904984;546,4;19/12/2025;18/02/2026;58;41,86;1,78;9,73;36,85;70;6,77;25,7;=G189*(L189/100)*(O189/100);=G189*(K189/360/100)*J189*(O189/100);=P189-R189+Q189-S189
Zafiro;Rojo;05/01/2026;B09391735;Algodones Elásticos S.L.;1355046;318,57;03/12/2025;07/06/2026;78;47,85;2,42;7,71;33,03;50;3,87;16,4;=G190*(L190/100)*(O190/100);=G190*(K190/360/100)*J190*(O190/100);=P190-R190+Q190-S190
Zafiro;Rojo;05/01/2026;A75704652;Mangueras Continentales S.A.;4125960;338,79;16/12/2025;11/04/2026;45;35,92;2,67;9,05;15,21;30;2,46;4,4;=G191*(L191/100)*(O191/100);=G191*(K191/360/100)*J191*(O191/100);=P191-R191+Q191-S191
Zafiro;Rojo;05/01/2026;A23266897;Fletes Energéticos S.A.;3338227;706,39;05/12/2025;06/03/2026;88;11,86;2,75;19,43;20,48;50;9,92;10,2;=G192*(L192/100)*(O192/100);=G192*(K192/360/100)*J192*(O192/100);=P192-R192+Q192-S192
Zafiro;Rojo;05/01/2026;A54220732;Condensadores Destacados S.A.;4786842;469,54;07/12/2025;21/02/2026;59;47,41;2,54;11,93;36,48;60;7,4;22,12;=G193*(L193/100)*(O193/100);=G193*(K193/360/100)*J193*(O193/100);=P193-R193+Q193-S193
Zafiro;Rojo;05/01/2026;A12299195;Licencias Selectos S.A.;4597246;329,9;05/12/2025;26/03/2026;48;25,12;2,91;9,6;11,05;40;3,61;4,38;=G194*(L194/100)*(O194/100);=G194*(K194/360/100)*J194*(O194/100);=P194-R194+Q194-S194
Zafiro;Rojo;05/01/2026;A60846028;Transformadores Normalizados S.A.;2628249;328,86;08/12/2025;19/03/2026;11;15,65;0,86;2,83;1,57;50;1,52;0,99;=G195*(L195/100)*(O195/100);=G195*(K195/360/100)*J195*(O195/100);=P195-R195+Q195-S195
Zafiro;Rojo;05/01/2026;B71738399;Derivados Veteranos S.L.;1114784;751,9;08/12/2025;22/03/2026;25;18,38;2,35;17,67;9,6;60;10,75;5,97;=G196*(L196/100)*(O196/100);=G196*(K196/360/100)*J196*(O196/100);=P196-R196+Q196-S196
